Title,Price,Rating
Apple iPhone 15 (128 GB) - Black,"₹60,499.00",
Apple iPhone 15 (128 GB) - Black,"₹60,499.00",,In stock,"2,610 ratings",2025-01-10 12:48:51
Apple iPhone 15 (128 GB) - Black,"₹60,499.00",,In stock,"2,610 ratings",2025-01-10 12:49:12
